name,company,image,for_gender,rating,number_votes,main_accords,description,top notes,middle notes,base notes,season,longevity,sillage,gender_vote,price value,price
Mukhallat,Montale,https://fimgs.net/mdimg/perfume/375x500.3241.jpg,for women and men,3.56,2109,"['fruity', 'sweet', 'vanilla', 'almond', 'balsamic', 'amber', 'nutty', 'powdery', 'musky']","Mukhallat by Montale is a Oriental Vanilla fragrance for women and men. Mukhallat was launched in 2008. The nose behind this fragrance is Pierre Montale.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Big Strawberry', 'Vanilla', 'Almond', 'Peru Balsam', 'Musk']",[],fall,"{'very weak': 34, 'weak': 41, 'moderate': 92, 'long lasting': 199, 'eternal': 270}","{'intimate': 106, 'moderate': 213, 'strong': 247, 'enormous': 299}","{'female': 48, 'more female': 10, 'unisex': 12, 'more male': 0, 'male': 0}","{'way overpriced': 5, 'overpriced': 18, 'ok': 26, 'good value': 7, 'great value': 5}",300
La Nuit de l'Homme,Yves Saint Laurent,https://fimgs.net/mdimg/perfume/375x500.5521.jpg,for men,4.44,12256,"['aromatic', 'warm spicy', 'lavender', 'fresh spicy', 'woody', 'citrus']","La Nuit de l'Homme by Yves Saint Laurent is a Woody Spicy fragrance for men. La Nuit de l'Homme was launched in 2009. La Nuit de l'Homme was created by Anne Flipo, Pierre Wargnye and Dominique Ropion. Top note is Cardamom; middle notes are Lavender, Virginia Cedar and Bergamot; base notes are Vetiver and Caraway. Yves Saint Laurent La Nuit de l`Homme is a new masculine representative of the house of YSL and it appeared on the market in March 2009. The perfume is announced as one full of contrasts and tensions.
Its flacon is dark and powerful, as if it were announcing powerful ingredients it carries in itself. A veil of mystery and an explosive spicy accord reveal cardamom with sparkling freshness of bergamot, lavender and cedar, which stand for strength of men. Cumin and vetiver in a base ensure a sensual finish and an opulent, elegant closure.
Perfume La Nuit de l`Homme is available in three sizes of bottle - 40ml edt, 60ml edt and100ml edt, along with perfumed deo spray in a collection. The noses behind this fragrance are Anne Flipo, Pierre Wargnye and Dominique Ropion. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",['Cardamom'],"['Lavender', 'Virginia Cedar', 'Bergamot']","['Vetiver', 'Caraway']",fall,"{'very weak': 355, 'weak': 516, 'moderate': 2023, 'long lasting': 1844, 'eternal': 306}","{'intimate': 952, 'moderate': 3004, 'strong': 1039, 'enormous': 441}","{'female': 7, 'more female': 4, 'unisex': 63, 'more male': 249, 'male': 310}","{'way overpriced': 45, 'overpriced': 112, 'ok': 304, 'good value': 101, 'great value': 14}",300
Terre d'Hermes Parfum,Hermès,https://fimgs.net/mdimg/perfume/375x500.8282.jpg,for men,4.4,3901,"['citrus', 'woody', 'mossy', 'amber', 'earthy', 'fresh spicy']","Terre d'Hermes Parfum by Hermès is a Woody Chypre fragrance for men. Terre d'Hermes Parfum was launched in 2009. The nose behind this fragrance is Jean-Claude Ellena. Top notes are Orange and Grapefruit; middle note is Flint; base notes are Woodsy Notes, oak moss and Benzoin.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Orange', 'Grapefruit']",['Flint'],"['Woodsy Notes', 'oak moss', 'Benzoin']",fall,"{'very weak': 78, 'weak': 103, 'moderate': 413, 'long lasting': 847, 'eternal': 327}","{'intimate': 249, 'moderate': 944, 'strong': 555, 'enormous': 291}","{'female': 0, 'more female': 1, 'unisex': 19, 'more male': 47, 'male': 142}","{'way overpriced': 1, 'overpriced': 42, 'ok': 103, 'good value': 29, 'great value': 6}",300
Opium Eau de Parfum 2009,Yves Saint Laurent,https://fimgs.net/mdimg/perfume/375x500.7399.jpg,for women,3.95,5279,"['amber', 'warm spicy', 'balsamic', 'floral', 'sweet', 'citrus', 'aromatic', 'white floral']","Opium Eau de Parfum 2009 by Yves Saint Laurent is a Oriental Spicy fragrance for women. Opium Eau de Parfum 2009 was launched in 2009. Top notes are Mandarin Orange, Bergamot and Lily-of-the-Valley; middle notes are Myrhh and Jasmine; base notes are Opoponax, Amber, Patchouli and Vanille. Opium arrived on the market in a new flacon in autumn 2009. Design of the flacon was developed by art director YSL Fabien Baron and Stefano Pilati. The new flacon features a sprinkle integrated inside its stopper. Notes of this edition are bergamot, mandarin, jasmine and myrrh. The new bottle is accompanied with advertising campaign the face of which is Karen Elson. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Mandarin Orange', 'Bergamot', 'Lily-of-the-Valley']","['Myrhh', 'Jasmine']","['Opoponax', 'Amber', 'Patchouli', 'Vanille']",winter,"{'very weak': 51, 'weak': 38, 'moderate': 174, 'long lasting': 437, 'eternal': 691}","{'intimate': 107, 'moderate': 360, 'strong': 666, 'enormous': 562}","{'female': 43, 'more female': 26, 'unisex': 71, 'more male': 1, 'male': 4}","{'way overpriced': 5, 'overpriced': 17, 'ok': 79, 'good value': 16, 'great value': 6}",300
Roses Musk,Montale,https://fimgs.net/mdimg/perfume/375x500.1148.jpg,for women,3.86,2542,"['rose', 'musky', 'powdery', 'floral', 'white floral']","Roses Musk by Montale is a Floral Woody Musk fragrance for women. Roses Musk was launched in 2009. The nose behind this fragrance is Pierre Montale.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Rose', 'Musk', 'Jasmine']",[],spring,"{'very weak': 39, 'weak': 47, 'moderate': 149, 'long lasting': 257, 'eternal': 283}","{'intimate': 98, 'moderate': 241, 'strong': 363, 'enormous': 334}","{'female': 91, 'more female': 25, 'unisex': 6, 'more male': 0, 'male': 3}","{'way overpriced': 5, 'overpriced': 20, 'ok': 52, 'good value': 21, 'great value': 8}",300
Aventus,Creed,https://fimgs.net/mdimg/perfume/375x500.9828.jpg,for men,4.42,10486,"['fruity', 'sweet', 'leather', 'woody', 'smoky', 'tropical', 'fresh', 'musky', 'citrus']","Aventus by Creed is a Chypre Fruity fragrance for men. Aventus was launched in 2010. Aventus was created by Olivier Creed and Erwin Creed. Top notes are Pineapple, Black Currant, Bergamot and Apple; middle notes are Birch, Patchouli, Moroccan Jasmine and Rose; base notes are Musk, oak moss, Ambergris and Vanille. Aventus celebrates strength, vision and success, inspired by the dramatic life of war, peace and romance lived by Emperor Napoleon. The bottle is emblazoned with a silver emblem of a horse and rider. The finest ingredients were hand-selected for this composition, and father and son developed this provocative, masculine and optimistic fragrance as a joint effort.  Top notes: blackcurrant, bergamot, apple and pineapple. Heart: rose, dry birch, Moroccan jasmine and patchouli. Base: oak moss, musk, ambergris, and vanilla.  Aventus is available in flacons of 30, 75, 120 and 250 ml. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Pineapple', 'Black Currant', 'Bergamot', 'Apple']","['Birch', 'Patchouli', 'Moroccan Jasmine', 'Rose']","['Musk', 'oak moss', 'Ambergris', 'Vanille']",spring,"{'very weak': 305, 'weak': 366, 'moderate': 1209, 'long lasting': 2302, 'eternal': 917}","{'intimate': 676, 'moderate': 2449, 'strong': 1755, 'enormous': 789}","{'female': 13, 'more female': 3, 'unisex': 78, 'more male': 176, 'male': 604}","{'way overpriced': 575, 'overpriced': 163, 'ok': 111, 'good value': 27, 'great value': 50}",300
Bleu de Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.9099.jpg,for men,4.13,11459,"['citrus', 'warm spicy', 'woody', 'aromatic', 'amber', 'fresh spicy', 'smoky', 'balsamic', 'green', 'fresh']","Bleu de Chanel by Chanel is a Woody Aromatic fragrance for men. Bleu de Chanel was launched in 2010. The nose behind this fragrance is Jacques Polge. Top notes are Grapefruit, Lemon, Mint and Pink Pepper; middle notes are Ginger, Nutmeg, Jasmine and Iso E Super; base notes are Incense, Vetiver, Cedar, Sandalwood, Patchouli, Labdanum and White Musk. Bleu de Chanel by Chanel is a woody aromatic fragrance for men presented on the market in 2010. The nose behind this fragrance is Jacques Polge. The fragrance features labdanum, nutmeg, ginger, sandalwood, patchouli, mint, jasmine, grapefruit, citruses, vetiver, incense, cedar and pink pepper. After shave lotion with innovative splash formula is also on the market. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Grapefruit', 'Lemon', 'Mint', 'Pink Pepper']","['Ginger', 'Nutmeg', 'Jasmine', 'Iso E Super']","['Incense', 'Vetiver', 'Cedar', 'Sandalwood', 'Patchouli', 'Labdanum', 'White Musk']",spring,"{'very weak': 204, 'weak': 296, 'moderate': 1459, 'long lasting': 1988, 'eternal': 459}","{'intimate': 584, 'moderate': 2508, 'strong': 1225, 'enormous': 480}","{'female': 3, 'more female': 3, 'unisex': 36, 'more male': 90, 'male': 346}","{'way overpriced': 86, 'overpriced': 139, 'ok': 173, 'good value': 42, 'great value': 13}",300
Chance Eau Tendre,Chanel,https://fimgs.net/mdimg/perfume/375x500.8069.jpg,for women,4.11,12386,"['floral', 'fruity', 'citrus', 'sweet', 'fresh spicy', 'powdery', 'white floral', 'musky', 'green', 'iris']","Chance Eau Tendre by Chanel is a Floral Fruity fragrance for women. Chance Eau Tendre was launched in 2010. The nose behind this fragrance is Jacques Polge. Top notes are Quince and Grapefruit; middle notes are Hyacinth and Jasmine; base notes are Musk, iris, Virginia Cedar and Amber. Chanel is presenting a new flanker of their popular fragrance Chance which arrives on the market on April 2nd 2010. The romantic and pink new version, Chance Eau Tendre, is announced as a floral-fruity interpretation of Chance EDP.
Face of advertising campaign is Sigrid Agren, and photographer is Jean-Paul Goude. The flacon is the same as its antecedent, but it is characterized by pink fluid this time. The fragrance will be available as 50 and 100ml. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Quince', 'Grapefruit']","['Hyacinth', 'Jasmine']","['Musk', 'iris', 'Virginia Cedar', 'Amber']",spring,"{'very weak': 272, 'weak': 507, 'moderate': 1393, 'long lasting': 801, 'eternal': 380}","{'intimate': 736, 'moderate': 1734, 'strong': 848, 'enormous': 558}","{'female': 254, 'more female': 26, 'unisex': 12, 'more male': 2, 'male': 1}","{'way overpriced': 28, 'overpriced': 97, 'ok': 117, 'good value': 22, 'great value': 4}",300
Acqua di Gioia,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.8442.jpg,for women,3.84,10680,"['aromatic', 'citrus', 'green', 'sweet', 'fresh', 'floral', 'white floral', 'fresh spicy', 'woody', 'vanilla']","Acqua di Gioia by Giorgio Armani is a Floral Aquatic fragrance for women. Acqua di Gioia was launched in 2010. Acqua di Gioia was created by Loc Dong, Anne Flipo and Dominique Ropion. Top notes are Amalfi Lemon and Mint; middle notes are Jasmine, Peony and Pink Pepper; base notes are Virginia Cedar, French labdanum and Brown sugar. Acqua di Gioia is a new fragrance by Giorgio Armani, presented in March 2010. Seductive sea aromas in the new fragrance are put into first plan and used as creators' inspiration. Composition of the perfume is compared with woman who is ''strong, dignified and free spirit but in perfect harmony with nature''.
Inspired by several summer holidays spent on the islands of Pantelleria and Antigua, where Armani has his villas, the fragrance was lead by the idea of escape into nature, a heavenly place of real holiday where we restore the energy necessary to body and soul, and where we create natural balance.
Its flacon was made as a natural shape – water drops which are clear, airy, and pellucid.
The fragrance arrives on the market in June 2010 as a blend of refreshing notes of crushed mint leaves and lemon Limone Primo Fiore Femminello from Calabria. Structure of the composition pushes the limits from fresh citruses to a floral heart which encompasses aquatic jasmine, dewy peony and pink pepper, while a base closes with cedar, yellow sugar and labdanum. Acqua di Gioia was created by three perfumers: Loc Dong, Anne Flipo and Dominique Ropion, who see it as Eve's seduction and as fragrance turned completely towards the nature.
The perfume can be purchased as 30, 50 and 100 ml EDP, along with 200 ml body lotion. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Amalfi Lemon', 'Mint']","['Jasmine', 'Peony', 'Pink Pepper']","['Virginia Cedar', 'French labdanum', 'Brown sugar']",summer,"{'very weak': 153, 'weak': 285, 'moderate': 1077, 'long lasting': 659, 'eternal': 249}","{'intimate': 442, 'moderate': 1353, 'strong': 579, 'enormous': 333}","{'female': 94, 'more female': 48, 'unisex': 23, 'more male': 0, 'male': 0}","{'way overpriced': 2, 'overpriced': 29, 'ok': 85, 'good value': 16, 'great value': 4}",300
Gucci Guilty,Gucci,https://fimgs.net/mdimg/perfume/375x500.9677.jpg,for women,3.9,7668,"['floral', 'soft spicy', 'fruity', 'sweet', 'patchouli', 'fresh', 'citrus', 'amber', 'fresh spicy', 'warm spicy']","Gucci Guilty by Gucci is a Oriental Floral fragrance for women. Gucci Guilty was launched in 2010. The nose behind this fragrance is Aurelien Guichard. Top notes are Pink Pepper, Mandarin Orange and Bergamot; middle notes are Lilac, Peach, Geranium, Jasmine and Black Currant; base notes are Patchouli, Amber, White Musk and Vanilla. Guilty is the orienal floral Gucci fragrance that is presented on the market in September 2010. It is designed for the glamorous, daring, brave, and very sexy girls who like to party and enjoy themselves. The face of the advertising campaign is Evan Rachel Wood, singer and actress. Gucci Guilty contains the notes of mandarin, pink pepper, peach, lilac, geranium, amber and patchouli. Available as 30, 50 and 75 ml EDT. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Pink Pepper', 'Mandarin Orange', 'Bergamot']","['Lilac', 'Peach', 'Geranium', 'Jasmine', 'Black Currant']","['Patchouli', 'Amber', 'White Musk', 'Vanilla']",fall,"{'very weak': 167, 'weak': 269, 'moderate': 810, 'long lasting': 332, 'eternal': 135}","{'intimate': 427, 'moderate': 963, 'strong': 427, 'enormous': 274}","{'female': 107, 'more female': 21, 'unisex': 6, 'more male': 2, 'male': 0}","{'way overpriced': 6, 'overpriced': 18, 'ok': 68, 'good value': 22, 'great value': 6}",300
Lady Million,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.9045.jpg,for women,3.61,10049,"['white floral', 'sweet', 'honey', 'citrus', 'fruity', 'floral', 'patchouli', 'animalic', 'amber']","Lady Million by Paco Rabanne is a Floral Fruity fragrance for women. Lady Million was launched in 2010. Lady Million was created by Anne Flipo, Beatrice Piquet, Dominique Ropion and Bruno Jovanovic. Top notes are Raspberry, Neroli and Amalfi Lemon; middle notes are Jasmine, African Orange flower and Gardenia; base notes are white honey, Patchouli and Amber. 1 Million is one of the most popular fragrances launched in last several years. After the edition for men, women's version inspired by gold and wealth was expected. Two years after men's edition, fragrant lady finally appears - Lady Million! We can just assume if this lady wants to earn millions or look like a million dollar. It is perfectly clear that the woman represented by this edition radiates, dominates and possesses fiery character with incredible sensuality.
Flacon of Lady Million is in tune with composition and theme of this edition. Instead of gold bullion, the flacon for women is designed as a golden diamond. While insinuating luxury and wealth, the fragrance prepares a surprising composition of intertwined floral, fresh and woody accords. Only diamond can compete with gold, so Lady Million is the perfect companion to modern and masculine 1 Million.

The Notes of Fragrance
Anne Flipo, Béatrice Piquet and Dominque Ropion have all created scents for some of the biggest names in perfumery. But what path did they take to create Lady Million? “It was clear that this perfume had to be as charismatic as 1 Million, with as strong a signature, yet without a direct olfactory link. The Lady Million woman is dazzling, always seductive. This ‘playful’ aspect inspired us immensely. Lady Million is fresh, floral and woody, like a nectar of voluptuous flowers, trailing delicately but still very present. Powerfully seductive, the sparkle of bitter orange with a touch of raspberry reveals the first breath. A burst of neroli follows, smooth and bright. But then the lethal weapon of heady orange blossom slips out of its sheath. Its narcotic sweetness bewitches and grabs all attention. Then, joining with Arabian jasmine underlined by gardenia, the blend soars into something more carnal, yet ever subtle. Now the obsessive pulsing of patchouli enters the fray, pacifying the honey with an addictive and terribly tempting sweetness. Amber spreads to become all enveloping, floating around the beauty, following each movement and offering its most beautiful facets”.
 Designer of the attractive, luxurious flacon is Noe Duchaufour-Lawrance. The perfume will be available as 30, 50 and 80ml edp.
We can expect the fragrance on the market in July 2010. Lady Million makes men's fantasy and desires come true. Advertising face is Dree Hemingway. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Raspberry', 'Neroli', 'Amalfi Lemon']","['Jasmine', 'African Orange flower', 'Gardenia']","['white honey', 'Patchouli', 'Amber']",fall,"{'very weak': 84, 'weak': 180, 'moderate': 758, 'long lasting': 922, 'eternal': 435}","{'intimate': 272, 'moderate': 1005, 'strong': 954, 'enormous': 475}","{'female': 150, 'more female': 14, 'unisex': 5, 'more male': 0, 'male': 2}","{'way overpriced': 7, 'overpriced': 34, 'ok': 73, 'good value': 19, 'great value': 4}",300
The Dreamer,Versace,https://fimgs.net/mdimg/perfume/375x500.59417.jpg,for men,4.15,659,"['white floral', 'aromatic', 'iris', 'amber', 'powdery', 'fresh spicy', 'woody', 'herbal', 'violet', 'soft spicy']","The Dreamer by Versace is a fragrance for men. The Dreamer was launched during the 2010's. Top notes are Juniper, Tarragon and Artemisia; middle notes are iris, Lily and Flax; base notes are Tobacco blossom and Amber.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Juniper', 'Tarragon', 'Artemisia']","['iris', 'Lily', 'Flax']","['Tobacco blossom', 'Amber']",spring,"{'very weak': 23, 'weak': 43, 'moderate': 176, 'long lasting': 161, 'eternal': 19}","{'intimate': 71, 'moderate': 272, 'strong': 108, 'enormous': 47}","{'female': 0, 'more female': 6, 'unisex': 59, 'more male': 102, 'male': 59}","{'way overpriced': 0, 'overpriced': 5, 'ok': 26, 'good value': 78, 'great value': 113}",300
Tonka Imperiale,Guerlain,https://fimgs.net/mdimg/perfume/375x500.8705.jpg,for women and men,4.4,2051,"['sweet', 'amber', 'almond', 'vanilla', 'aromatic', 'tobacco', 'woody', 'nutty', 'fruity', 'warm spicy']","Tonka Imperiale by Guerlain is a Oriental fragrance for women and men. Tonka Imperiale was launched in 2010. The nose behind this fragrance is Thierry Wasser. Top notes are Bitter Almond, Rosemary and Bergamot; middle notes are Tonka Bean, Tobacco and Jasmine; base notes are Incense, Cedar and Pine. Tonka Imperiale was presented in 2010 as the 7th fragrance of Guerlain's line L’Art et la Matière. Creator of the fragrance is Thierry Wasser, and the key ingredient is tonka. This composition encompasses tonka, rosemary, spices, white honey, vanilla, almond, woody notes, amber and tobacco. Available as 75ml edp. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Bitter Almond', 'Rosemary', 'Bergamot']","['Tonka Bean', 'Tobacco', 'Jasmine']","['Incense', 'Cedar', 'Pine']",fall,"{'very weak': 51, 'weak': 57, 'moderate': 137, 'long lasting': 196, 'eternal': 67}","{'intimate': 140, 'moderate': 283, 'strong': 190, 'enormous': 177}","{'female': 9, 'more female': 15, 'unisex': 26, 'more male': 4, 'male': 0}","{'way overpriced': 8, 'overpriced': 21, 'ok': 15, 'good value': 1, 'great value': 1}",300
Another 13,Le Labo,https://fimgs.net/mdimg/perfume/375x500.10131.jpg,for women and men,4.01,672,"['musky', 'amber', 'woody', 'animalic', 'floral', 'powdery', 'fruity']","Another 13 by Le Labo is a Oriental Woody fragrance for women and men. Another 13 was launched in 2010. The nose behind this fragrance is Nathalie Lorson. Perfume Another 13 is a product of collaboration between AnOther Mag and Le Labo. Its middle note is ambrox which posesses animalistic quality. Another 12 ingredients create the composition. This limited fragrance is available in only 50 copies as 100 ml Eau de Parfum. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Iso E Super', 'Ambergris', 'Musk', 'Ambrette (Musk Mallow)', 'Amyl Salicylate', 'Pear']",[],spring,"{'very weak': 27, 'weak': 34, 'moderate': 93, 'long lasting': 105, 'eternal': 82}","{'intimate': 80, 'moderate': 192, 'strong': 140, 'enormous': 140}","{'female': 6, 'more female': 14, 'unisex': 87, 'more male': 11, 'male': 5}","{'way overpriced': 25, 'overpriced': 54, 'ok': 30, 'good value': 6, 'great value': 3}",300
Bombshell,Victoria's Secret,https://fimgs.net/mdimg/perfume/375x500.10190.jpg,for women,4.1,2470,"['fruity', 'sweet', 'fresh', 'citrus', 'floral', 'tropical', 'white floral']","Bombshell by Victoria's Secret is a Floral Fruity fragrance for women. Bombshell was launched in 2010. Bombshell was created by Adriana Medina-Baez and Mark Knitowski. Top notes are Passionfruit, Grapefruit, Pineapple, Tangerine and Big Strawberry; middle notes are Peony, Vanilla orchid, Red Berries, Jasmine and Lily-of-the-Valley; base notes are Musk, Woody Notes and Oakmoss. Victoria `s Secret Bombshell appears in the September of 2010. Fruity, aromatic and floral fragrance contains notes of purple passion fruit, Shangri-la peony and vanilla orchid. For true, always sexy ""bombshells” – the women with an attitude that require attention.  Available as 50 ml EDP. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Passionfruit', 'Grapefruit', 'Pineapple', 'Tangerine', 'Big Strawberry']","['Peony', 'Vanilla orchid', 'Red Berries', 'Jasmine', 'Lily-of-the-Valley']","['Musk', 'Woody Notes', 'Oakmoss']",summer,"{'very weak': 93, 'weak': 145, 'moderate': 309, 'long lasting': 106, 'eternal': 43}","{'intimate': 196, 'moderate': 406, 'strong': 141, 'enormous': 136}","{'female': 73, 'more female': 17, 'unisex': 10, 'more male': 1, 'male': 1}","{'way overpriced': 12, 'overpriced': 20, 'ok': 38, 'good value': 18, 'great value': 6}",300
Bouquet Ideale,Xerjoff,https://fimgs.net/mdimg/perfume/375x500.11800.jpg,for women,4.21,1381,"['woody', 'vanilla', 'warm spicy', 'powdery', 'cinnamon', 'fresh spicy', 'balsamic', 'sweet', 'white floral', 'aromatic']","Bouquet Ideale by Xerjoff is a Oriental Woody fragrance for women. Bouquet Ideale was launched in 2010. The nose behind this fragrance is Jacques Flori. Top notes are Cinnamon and Nutmeg; middle notes are Guaiac Wood, Sandalwood, Virginia Cedar and Papyrus; base notes are Vanille, Coumarin, Tobacco blossom, French labdanum and Musk.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Cinnamon', 'Nutmeg']","['Guaiac Wood', 'Sandalwood', 'Virginia Cedar', 'Papyrus']","['Vanille', 'Coumarin', 'Tobacco blossom', 'French labdanum', 'Musk']",fall,"{'very weak': 44, 'weak': 38, 'moderate': 110, 'long lasting': 135, 'eternal': 99}","{'intimate': 82, 'moderate': 221, 'strong': 227, 'enormous': 246}","{'female': 29, 'more female': 21, 'unisex': 36, 'more male': 1, 'male': 0}","{'way overpriced': 17, 'overpriced': 24, 'ok': 24, 'good value': 3, 'great value': 1}",300
Tresor In Love,Lancome,https://fimgs.net/mdimg/perfume/375x500.8019.jpg,for women,3.83,5161,"['fruity', 'sweet', 'powdery', 'rose', 'fresh', 'violet', 'musky', 'floral']","Tresor In Love by Lancome is a Floral Fruity fragrance for women. Tresor In Love was launched in 2010. Tresor In Love was created by Dominique Ropion and Veronique Nyberg. Top notes are Nectarine, Pear, Pink Pepper and Bergamot; middle notes are Taif Rose, Peach, Violet and Jasmine; base notes are Musk and Virginia Cedar. Lancome is launching a new fragrance, Tresor In Love end of March 2010. The fragrance was created by perfumers Dominique Ropion and Veronique Nyberg. This fragrant composition incorporates fruity-floral notes on a cedar wood base.
Tresor In Love opens with accords of nectarine, bergamot, peach and sour pear. A heart blooms with Turkish rose and elegant jasmine, while a base includes cedar. The fragrance is available in 30, 50 and 75 ml flacons. Its flacon is tall and pink, decorated with an elegant black rose on the neck. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Nectarine', 'Pear', 'Pink Pepper', 'Bergamot']","['Taif Rose', 'Peach', 'Violet', 'Jasmine']","['Musk', 'Virginia Cedar']",spring,"{'very weak': 90, 'weak': 186, 'moderate': 520, 'long lasting': 242, 'eternal': 89}","{'intimate': 333, 'moderate': 601, 'strong': 217, 'enormous': 161}","{'female': 66, 'more female': 3, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 7, 'overpriced': 8, 'ok': 28, 'good value': 7, 'great value': 2}",300
Midnight in Paris,Van Cleef & Arpels,https://fimgs.net/mdimg/perfume/375x500.9685.jpg,for men,4.26,4317,"['amber', 'leather', 'vanilla', 'smoky', 'warm spicy', 'aromatic', 'balsamic', 'animalic', 'sweet', 'almond']","Midnight in Paris by Van Cleef & Arpels is a Oriental fragrance for men. Midnight in Paris was launched in 2010. Midnight in Paris was created by Domitille Michalon Bertier and Olivier Polge. Top notes are Leather, Bergamot, Amalfi Lemon, Holly and Rosemary; middle notes are Tea, Styrax and Lily-of-the-Valley; base notes are Tonka Bean, Incense, Benzoin, Almond and Amber. Midnight in Paris is a new fragrance for men which adds up to fairy-tale line of watches by this house and belongs to special line Haute Parfumerie which includes two editions so far – Feerie and new masculine fragrance Midnight in Paris.
Haute Parfumerie line is under license of Inter Perfumes.
Midnight in Paris, new fragrance for men Van Cleef & Arpels is arriving in a dark blue glass flacon, which gives an illusion of starry sky.
The perfume was created by perfumers Domitille Bertier and Olivier Polge who enriched it with floral notes. Among them you can find accentuated lily of the valley and citrusy notes with luminous lemon. Its dark aura arises from tonka beans, while incense adds a mysterious note.
The fragrance hits the shelves in September 2010. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Leather', 'Bergamot', 'Amalfi Lemon', 'Holly', 'Rosemary']","['Tea', 'Styrax', 'Lily-of-the-Valley']","['Tonka Bean', 'Incense', 'Benzoin', 'Almond', 'Amber']",fall,"{'very weak': 96, 'weak': 97, 'moderate': 423, 'long lasting': 795, 'eternal': 192}","{'intimate': 321, 'moderate': 1017, 'strong': 403, 'enormous': 250}","{'female': 1, 'more female': 2, 'unisex': 34, 'more male': 11, 'male': 10}","{'way overpriced': 3, 'overpriced': 0, 'ok': 16, 'good value': 14, 'great value': 6}",300
